Date,Target_Name,Target_Industry_Macro,Target_Industry_Mid,Target_Nation,Buyer_Name,Buyer_Industry_Macro,Buyer_Industry_Mid,Buyer_Nation,Target_Revenues,Target_EBITDA,Target_EV,Target_Industry_Detailed,Target_Status,Year,EV_Rev,EV_EBITDA,Target_Revenues_v2,Target_EBITDA_v2,Target_EV_v2
15/05/2017,Abertis Infraestructuras SA,Industrials,Transportation & Infrastructure,Spain,Atlantia SpA,Industrials,Transportation & Infrastructure,Italy,"4,957.24","3,333.28","31,706.69",Transportation and Shipping (except air),Public,2017,6.40,9.51,"4,957.24","3,333.28","31,706.69"
29/07/2015,Abertis Infraestructuras SA,Industrials,Transportation & Infrastructure,Spain,Abertis Infraestructuras SA,Industrials,Transportation & Infrastructure,Spain,"4,443.56","1,377.54","26,383.68",Transportation and Shipping (except air),Public,2015,5.94,19.15,"4,443.56","1,377.54","26,383.68"
14/10/2014,Abertis Infraestructuras SA,Industrials,Transportation & Infrastructure,Spain,Inmobiliaria Espacio SA,Real Estate,Other Real Estate,Spain,"4,647.43","3,355.20","27,540.26",Transportation and Shipping (except air),Public,2014,5.93,8.21,"4,647.43","3,355.20","27,540.26"
12/03/2020,ABG Sundal Collier Holding ASA,Financials,Brokerage,Norway,ABG Sundal Collier Holding ASA,Financials,Brokerage,Norway,137.32,38.45,69.75,Investment & Commodity Firms/Dealers/Exchanges,Public,2020,0.51,1.81,137.32,38.45,69.75
01/11/2022,ABIOMED Inc,Healthcare,Healthcare Equipment & Supplies,United States,Johnson & Johnson,Healthcare,Pharmaceuticals,United States,"1,607.12",430.84,"16,967.66","Measuring, Medical, Photo Equipment; Clocks",Public,2022,10.56,39.38,"1,607.12",430.84,"16,967.66"
29/01/2018,Ablynx NV,Healthcare,Biotechnology,Belgium,Sanofi SA,Healthcare,Pharmaceuticals,France,55.53,-51.16,"3,715.23",Drugs,Public,2018,66.90,-72.62,55.53,-51.16,"3,715.23"
08/01/2018,Ablynx NV,Healthcare,Biotechnology,Belgium,Novo Nordisk A/S,Healthcare,Biotechnology,Denmark,55.53,-51.16,"2,184.89",Drugs,Public,2018,39.35,-42.71,55.53,-51.16,"2,184.89"
07/09/2022,Abm Work Srl,Industrials,Machinery,Italy,Solid World Group SpA,High Technology,Software,Italy,1.18,0.09,1.51,Machinery,Private,2022,1.28,17.78,1.18,0.09,1.51
09/02/2022,ABN AMRO Bank NV,Financials,Banks,Netherlands,ABN AMRO Bank NV,Financials,Banks,Netherlands,"7,427.00","2,246.00","91,526.54","Commercial Banks, Bank Holding Companies",Public,2022,12.32,40.75,"7,427.00","2,246.00","91,526.54"
09/02/2022,ABN AMRO Bank NV,Financials,Banks,Netherlands,ABN AMRO Bank NV,Financials,Banks,Netherlands,"7,427.00","2,246.00",77704,"Commercial Banks, Bank Holding Companies",Public,2022,10.46,34.60,"7,427.00","2,246.00",77704
27/10/2015,ABN Amro Group NV,Financials,Banks,Netherlands,Investors,Financials,Other Financials,Netherlands,"16,860.00","2,993.00","150,852.00","Commercial Banks, Bank Holding Companies",Private,2015,8.95,50.40,"16,860.00","2,993.00","150,852.00"
27/03/2014,ABO Holding NV,Consumer Products and Services,Other Consumer Products,Belgium,ABO-Group Environment NV,Consumer Products and Services,Other Consumer Products,Belgium,0.60,-0.05,25.36,Miscellaneous Services,Private,2014,42.27,-528.42,0.60,-0.05,25.36
15/06/2016,About Health Ltd,Healthcare,Healthcare Providers & Services (HMOs),United Kingdom,Totally PLC,Healthcare,Healthcare Providers & Services (HMOs),United Kingdom,2.87,0.34,9.56,Health Services,Private,2016,3.34,27.96,2.87,0.34,9.56
21/09/2023,Abpro Corp,Healthcare,Pharmaceuticals,United States,Atlantic Coastal Acquisition Corp II,Financials,Alternative Financial Investments,United States,1.83,-10.17,700.17,Drugs,Private,2023,381.61,-68.84,1.83,-10.17,700.17
10/01/2023,Absfront AB,High Technology,Computers & Peripherals,Sweden,Combinedx AB,High Technology,Computers & Peripherals,Sweden,2.49,0.32,3.31,Business Services,Private,2023,1.33,10.44,2.49,0.32,3.31
04/10/2023,Absolute Energy Srl,Energy and Power,Alternative Energy Sources,Italy,I Squared Capital Advisors LLC,Financials,Alternative Financial Investments,United States,0.63,0.07,420.89,"Electric, Gas, and Water Distribution",Private,2023,663.87,6012.75,0.63,0.07,420.89
26/09/2018,Absolute Software Corp,High Technology,Software,Canada,Absolute Software Corp,High Technology,Software,Canada,80.13,13.07,164.77,Prepackaged Software,Public,2018,2.06,12.60,80.13,13.07,164.77
07/09/2017,Absolute Software Corp,High Technology,Software,Canada,Absolute Software Corp,High Technology,Software,Canada,79.86,8.95,174.05,Prepackaged Software,Public,2017,2.18,19.44,79.86,8.95,174.05
17/08/2015,Absolute Software Corp,High Technology,Software,Canada,Absolute Software Corp,High Technology,Software,Canada,84.08,18.61,222.13,Prepackaged Software,Public,2015,2.64,11.93,84.08,18.61,222.13
21/07/2014,Absolute Software Corp,High Technology,Software,Canada,Absolute Software Corp,High Technology,Software,Canada,66.46,14.02,163.82,Prepackaged Software,Public,2014,2.46,11.68,66.46,14.02,163.82
11/05/2023,Absolute Software Corp,High Technology,Software,Canada,Crosspoint Capital Partners LP,Financials,Alternative Financial Investments,United States,206.25,31.51,755.22,Prepackaged Software,Public,2023,3.66,23.97,206.25,31.51,755.22
16/08/2018,Abzena PLC,Healthcare,Biotechnology,United Kingdom,Astro Bidco Ltd,Financials,Other Financials,United Kingdom,24.97,-14.21,31.47,Drugs,Public,2018,1.26,-2.21,24.97,-14.21,31.47
03/05/2018,AC Camerfirma SA,Consumer Products and Services,Professional Services,Spain,Infocert SpA,High Technology,Computers & Peripherals,Italy,3.30,0.37,5.61,Business Services,Private,2018,1.70,15.09,3.30,0.37,5.61
09/07/2019,Acacia Communications Inc,High Technology,Semiconductors,United States,Cisco Systems Inc,High Technology,Computers & Peripherals,United States,477.73,90.74,"3,918.12",Electronic and Electrical Equipment,Public,2019,8.20,43.18,477.73,90.74,"3,918.12"
28/03/2022,Acacia Pharma Group PLC,Healthcare,Pharmaceuticals,United Kingdom,Eagle Pharmaceuticals Inc,Healthcare,Pharmaceuticals,United States,1.02,-51.08,73.73,Drugs,Public,2022,72.04,-1.44,1.02,-51.08,73.73
14/03/2016,Acacia Research Corp,Consumer Products and Services,Professional Services,United States,Investor Group,Financials,Other Financials,Luxembourg,115.14,41.36,48.20,Investment & Commodity Firms/Dealers/Exchanges,Public,2016,0.42,1.17,115.14,41.36,48.20
13/02/2024,AcadeMedia AB,Consumer Products and Services,Educational Services,Sweden,Akelius Apartments Ltd,Real Estate,REITs,Cyprus,"1,463.20",303.06,"1,546.20",Educational Services,Public,2024,1.06,5.10,"1,463.20",303.06,"1,546.20"
20/08/2019,Acadian Timber Corp,Materials,Construction Materials,Canada,Macer Forest Holdings Inc,Government and Agencies,Public Administration,Canada,66.97,14.43,301.70,Wholesale Trade-Durable Goods,Public,2019,4.50,20.91,66.97,14.43,301.70
02/03/2017,Acadian Timber Corp,Materials,Construction Materials,Canada,Acadian Timber Corp,Materials,Construction Materials,Canada,54.66,15.73,274.50,Wholesale Trade-Durable Goods,Public,2017,5.02,17.45,54.66,15.73,274.50
11/03/2019,Acando AB,High Technology,IT Consulting & Services,Sweden,CGI Nordic Holdings Ltd,Financials,Other Financials,United Kingdom,278.37,28.19,406.83,Business Services,Public,2019,1.46,14.43,278.37,28.19,406.83
28/10/2021,Acapela Group Babel Technologies Sa,High Technology,Software,Belgium,Tobii Dynavox AB,High Technology,IT Consulting & Services,Sweden,3.00,1.12,9.19,Prepackaged Software,Private,2021,3.07,8.20,3.00,1.12,9.19
04/08/2022,Acatec SL,Industrials,Aerospace & Defense,Spain,Ace Aerofondo IV FCR,Financials,Other Financials,France,4.05,-0.51,102.90,Aerospace and Aircraft,Private,2022,25.39,-202.95,4.05,-0.51,102.90
15/06/2015,Accadis Srl,Retail,Computers & Electronics Retailing,Italy,Computer Gross Italia SpA,Retail,Computers & Electronics Retailing,Italy,18.08,-1.84,5.77,Wholesale Trade-Durable Goods,Private,2015,0.32,-3.13,18.08,-1.84,5.77
02/04/2014,Acceleron Pharma Inc,Healthcare,Biotechnology,United States,Celgene Corp,Healthcare,Pharmaceuticals,United States,33.06,-5.40,814.61,Business Services,Public,2014,24.64,-150.85,33.06,-5.40,814.61
30/09/2021,Acceleron Pharma Inc,Healthcare,Biotechnology,United States,Merck Sharp & Dohme Corp,Healthcare,Pharmaceuticals,United States,85.30,-185.68,"9,340.46",Business Services,Public,2021,109.50,-50.31,85.30,-185.68,"9,340.46"
06/06/2023,Acceleware Ltd,High Technology,Computers & Peripherals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.24,-2.58,19.11,Computer and Office Equipment,Public,2023,80.22,-7.40,0.24,-2.58,19.11
07/09/2017,Acceleware Ltd,High Technology,Computers & Peripherals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.91,-1.57,10.45,Computer and Office Equipment,Public,2017,11.43,-6.67,0.91,-1.57,10.45
20/10/2022,Acceleware Ltd,High Technology,Computers & Peripherals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.25,-4.45,23.08,Computer and Office Equipment,Public,2022,91.42,-5.19,0.25,-4.45,23.08
13/11/2018,Accell Group NV,Industrials,Automobiles & Components,Netherlands,Pon Holdings BV,Industrials,Automobiles & Components,Netherlands,"1,070.35",45.06,682.78,Transportation Equipment,Public,2018,0.64,15.15,"1,070.35",45.06,682.78
24/01/2022,Accell Group NV,Industrials,Automobiles & Components,Netherlands,Investor Group,Financials,Other Financials,Netherlands,"1,377.11",131.24,"1,773.42",Transportation Equipment,Public,2022,1.29,13.51,"1,377.11",131.24,"1,773.42"
11/04/2017,Accell Group NV,Industrials,Automobiles & Components,Netherlands,Pon Holdings BV,Industrials,Automobiles & Components,Netherlands,"1,048.15",70.74,"1,018.40",Transportation Equipment,Public,2017,0.97,14.40,"1,048.15",70.74,"1,018.40"
30/01/2014,Accelrys Inc,High Technology,Software,United States,Dassault Systemes Americas Corp,High Technology,Software,United States,122.61,9.68,511.10,Prepackaged Software,Public,2014,4.17,52.80,122.61,9.68,511.10
11/01/2018,Accentro Real Estate AG,Real Estate,REITs,Germany,Brookline Real Estate Sarl,Financials,Other Financials,Luxembourg,147.34,36.53,355.06,Investment & Commodity Firms/Dealers/Exchanges,Public,2018,2.41,9.72,147.34,36.53,355.06
20/10/2017,Accentro Real Estate AG,Real Estate,REITs,Germany,Brookline Real Estate Sarl,Financials,Other Financials,Luxembourg,73.58,1.90,356.65,Investment & Commodity Firms/Dealers/Exchanges,Public,2017,4.85,187.51,73.58,1.90,356.65
03/07/2017,Acces Industrie SA,Consumer Products and Services,Professional Services,France,AI Holding SAS,Financials,Other Financials,France,54.81,18.72,89.76,Business Services,Public,2017,1.64,4.80,54.81,18.72,89.76
03/07/2017,Acces Industrie SA,Consumer Products and Services,Professional Services,France,Financiere Acces Industrie SAS,Consumer Products and Services,Professional Services,France,54.81,18.72,94.54,Business Services,Public,2017,1.72,5.05,54.81,18.72,94.54
04/07/2019,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Wooridul Pharmaceutical Ltd,Healthcare,Pharmaceuticals,South Korea,30.09,-0.59,63.35,Drugs,Public,2019,2.11,-107.65,30.09,-0.59,63.35
02/03/2020,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Global Health Investment Fund I LLC,Financials,Asset Management,United States,32.95,-6.85,166.30,Drugs,Public,2020,5.05,-24.27,32.95,-6.85,166.30
04/07/2019,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Wooridul Pharmaceutical Ltd,Healthcare,Pharmaceuticals,South Korea,30.09,-0.59,134.67,Drugs,Public,2019,4.48,-228.83,30.09,-0.59,134.67
26/04/2019,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Investor Group,Financials,Other Financials,South Korea,31.97,-1.72,118.97,Drugs,Public,2019,3.72,-69.00,31.97,-1.72,118.97
16/03/2016,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Global Health Investment Fund I LLC,Financials,Asset Management,United States,28.96,1.40,161.79,Drugs,Public,2016,5.59,115.52,28.96,1.40,161.79
25/11/2021,Access Bio Inc,Healthcare,Healthcare Equipment & Supplies,United States,Meritz Securities Co Ltd,Financials,Brokerage,South Korea,283.17,178.70,456.41,Drugs,Public,2021,1.61,2.55,283.17,178.70,456.41
19/12/2018,Access Capital Partners Group SA,Financials,Alternative Financial Investments,Belgium,Alantra Partners SA,Financials,Brokerage,Spain,4.09,0.42,82.84,Investment & Commodity Firms/Dealers/Exchanges,Private,2018,20.27,195.39,4.09,0.42,82.84
05/10/2018,Access National Corp,Financials,Banks,United States,Union Bankshares Corp,Financials,Banks,United States,95.70,41.23,756.35,"Savings and Loans, Mutual Savings Banks",Public,2018,7.90,18.35,95.70,41.23,756.35
27/03/2018,Acciona SA,Industrials,Transportation & Infrastructure,Spain,Acciona SA,Industrials,Transportation & Infrastructure,Spain,"7,253.97","1,211.63","9,019.34",Construction Firms,Public,2018,1.24,7.44,"7,253.97","1,211.63","9,019.34"
12/03/2024,Accor SA,Media and Entertainment,Hotels and Lodging,France,Accor SA,Media and Entertainment,Hotels and Lodging,France,"5,056.00","1,003.00","11,860.80",Hotels and Casinos,Public,2024,2.35,11.83,"5,056.00","1,003.00","11,860.80"
16/05/2018,Accor SA,Media and Entertainment,Hotels and Lodging,France,China Lodging Group Ltd,Media and Entertainment,Hotels and Lodging,China (Mainland),"1,937.00",626.00,"15,455.76",Hotels and Casinos,Public,2018,7.98,24.69,"1,937.00",626.00,"15,455.76"
27/02/2018,Accor SA,Media and Entertainment,Hotels and Lodging,France,Accor SA,Media and Entertainment,Hotels and Lodging,France,"1,937.00",626.00,"15,508.22",Hotels and Casinos,Public,2018,8.01,24.77,"1,937.00",626.00,"15,508.22"
22/03/2024,Accrol Group Holdings PLC,Consumer Staples,Household & Personal Products,United Kingdom,Navigator Paper UK Ltd,Materials,Paper & Forest Products,United Kingdom,254.11,21.24,216.84,"Measuring, Medical, Photo Equipment; Clocks",Public,2024,0.85,10.21,254.11,21.24,216.84
24/03/2015,Accumuli PLC,High Technology,IT Consulting & Services,United Kingdom,NCC Group PLC,High Technology,IT Consulting & Services,United Kingdom,24.65,3.66,66.46,Business Services,Public,2015,2.70,18.16,24.65,3.66,66.46
02/09/2016,Accuride Corp,Industrials,Automobiles & Components,United States,Crestview Partners LP,Financials,Alternative Financial Investments,United States,292.74,32.66,369.58,Transportation Equipment,Public,2016,1.26,11.32,292.74,32.66,369.58
01/08/2016,Acea SpA,Energy and Power,Power,Italy,Suez SA,Energy and Power,Water and Waste Management,France,"2,806.20",623.78,"4,695.81","Electric, Gas, and Water Distribution",Public,2016,1.67,7.53,"2,806.20",623.78,"4,695.81"
16/12/2020,ACell Inc,Healthcare,Biotechnology,United States,Integra LifeSciences Holdings Corp,Healthcare,Healthcare Equipment & Supplies,United States,90.97,0.80,334.75,Drugs,Private,2020,3.68,420.50,90.97,0.80,334.75
20/07/2018,Acinque SpA,Energy and Power,Power,Italy,Investor Group,Financials,Other Financials,Italy,180.91,35.14,609.35,"Electric, Gas, and Water Distribution",Public,2018,3.37,17.34,180.91,35.14,609.35
25/11/2015,Aciselsan Acipayam Seluloz Sanayi ve Ticaret AS,Materials,Chemicals,Turkey,Verusaturk Girisim Sermayesi Yatirim Ortakligi AS,Financials,Alternative Financial Investments,Turkey,4.02,0.47,19.67,Chemicals and Allied Products,Public,2015,4.90,42.04,4.02,0.47,19.67
19/10/2015,Aciselsan Acipayam Seluloz Sanayi ve Ticaret AS,Materials,Chemicals,Turkey,Ata Elektrik Enerjisi Toptan Satis AS,Energy and Power,Power,Turkey,4.02,0.47,18.35,Chemicals and Allied Products,Public,2015,4.57,39.22,4.02,0.47,18.35
17/06/2024,Ackroo Inc,High Technology,Software,Canada,Ackroo Inc,High Technology,Software,Canada,4.59,1.00,11.59,Prepackaged Software,Public,2024,2.53,11.57,4.59,1.00,11.59
20/10/2020,Ackroo Inc,High Technology,Software,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,3.76,0.45,9.97,Prepackaged Software,Public,2020,2.65,21.98,3.76,0.45,9.97
13/06/2023,Ackroo Inc,High Technology,Software,Canada,Ackroo Inc,High Technology,Software,Canada,4.46,0.94,63.19,Prepackaged Software,Public,2023,14.17,67.17,4.46,0.94,63.19
20/05/2014,ACM Shipping Group PLC,Industrials,Transportation & Infrastructure,United Kingdom,Braemar Shipping Services PLC,Industrials,Transportation & Infrastructure,United Kingdom,33.81,4.66,58.21,Transportation and Shipping (except air),Public,2014,1.72,12.49,33.81,4.66,58.21
27/07/2018,Acorn To Oaks Financial Services Ltd,Financials,Asset Management,United Kingdom,City of London Group PLC,Financials,Other Financials,United Kingdom,0.76,0.20,7.02,Investment & Commodity Firms/Dealers/Exchanges,Private,2018,9.26,35.66,0.76,0.20,7.02
22/03/2020,Acotel Group SpA,High Technology,Computers & Peripherals,Italy,Softlab Laboratori per la produzione industriale del software SpA,High Technology,IT Consulting & Services,Italy,1.84,-3.80,10.71,Business Services,Public,2020,5.82,-2.82,1.84,-3.80,10.71
29/04/2022,Acqua Toscana SpA,Energy and Power,Water and Waste Management,Italy,Alia Servizi Ambientali SpA,Energy and Power,Water and Waste Management,Italy,122.58,64.37,360.03,"Electric, Gas, and Water Distribution",Private,2022,2.94,5.59,122.58,64.37,360.03
30/09/2020,Acque Minerali d'Italia SpA,Consumer Staples,Food and Beverage,Italy,Investor Group,Financials,Other Financials,Italy,130.96,-63.81,122.68,Food and Kindred Products,Private,2020,0.94,-1.92,130.96,-63.81,122.68
18/04/2019,Acreage Holdings Inc,Healthcare,Pharmaceuticals,United States,Canopy Growth Corp,Healthcare,Pharmaceuticals,Canada,73.43,-161.77,726.53,Drugs,Public,2019,9.89,-4.49,73.43,-161.77,726.53
17/06/2021,Acron PJSC,Materials,Chemicals,Russia,Acron PJSC,Materials,Chemicals,Russia,"1,474.70",493.98,"1,191.43",Chemicals and Allied Products,Public,2021,0.81,2.41,"1,474.70",493.98,"1,191.43"
20/11/2015,Acropolis Telecom SA,Telecommunications,Telecommunications Services,France,Foliateam SASU,High Technology,IT Consulting & Services,France,6.64,0.06,4.04,Telecommunications,Public,2015,0.61,65.16,6.64,0.06,4.04
06/11/2015,Acropolis Telecom SA,Telecommunications,Telecommunications Services,France,Foliateam SASU,High Technology,IT Consulting & Services,France,6.64,0.06,4.06,Telecommunications,Public,2015,0.61,65.51,6.64,0.06,4.06
05/11/2015,Acropolis Telecom SA,Telecommunications,Telecommunications Services,France,Foliateam SASU,High Technology,IT Consulting & Services,France,6.76,0.07,4.24,Telecommunications,Public,2015,0.63,57.30,6.76,0.07,4.24
25/11/2016,Actelion Ltd,Healthcare,Pharmaceuticals,Switzerland,Janssen Holding GmbH,Financials,Other Financials,Switzerland,"2,259.72",819.23,"27,073.20",Drugs,Public,2016,11.98,33.05,"2,259.72",819.23,"27,073.20"
23/03/2015,Actelion Ltd,Healthcare,Pharmaceuticals,Switzerland,Actelion Ltd,Healthcare,Pharmaceuticals,Switzerland,"1,628.08",557.98,"11,916.12",Drugs,Public,2015,7.32,21.36,"1,628.08",557.98,"11,916.12"
17/03/2023,Actic Fitness GmbH,Media and Entertainment,Recreation & Leisure,Germany,INJOY QUALITY GmbH,Media and Entertainment,Recreation & Leisure,Germany,4.84,1.22,3.15,Amusement and Recreation Services,Private,2023,0.65,2.59,4.84,1.22,3.15
