M&A SDC Deal Number,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(EUR, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisor Name
('|')","Acquiror Financial Advisor Name
('|')","Target Net Sales Last 12 Months
(EUR, Millions)","EBITDA Last 12 Months
(EUR, Millions)","Enterprise Value at Announcement
(EUR, Millions, '|')",Target Industry Sector,Target Public Status,,Year
4212699040,20/03/2024,20/03/2024,6.70,Strategic Minerals Europe Corp,Materials,Metals & Mining,Canada,IberAmerican Lithium Corp,Materials,Metals & Mining,Canada,,,11.60,-2.43,6.70,Mining,Public,,"2,024.00"
4212739040,19/03/2024,19/03/2024,0.23,Phsc PLC,Consumer Products and Services,Professional Services,United Kingdom,Phsc PLC,Consumer Products and Services,Professional Services,United Kingdom,,,3.93,0.44,0.77,Business Services,Public,,"2,024.00"
4211040040,18/03/2024,18/03/2024,0.26,Tintoria Comacina Srl,Consumer Staples,Textiles & Apparel,Italy,Gentili Mosconi SpA,Consumer Staples,Textiles & Apparel,Italy,,Grant Thornton,3.22,-0.25,1.66,Textile and Apparel Products,Private,,"2,024.00"
4242215020,18/03/2024,28/03/2024,3.51,Bexil Corp,Financials,Other Financials,United States,Bexil Corp,Financials,Other Financials,United States,,,5.36,3.86,19.06,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,024.00"
4206840040,12/03/2024,12/03/2024,3.39,Abcourt Mines Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.31,-6.66,17.00,Mining,Public,,"2,024.00"
4204955040,06/03/2024,06/03/2024,1.71,Locovet Srl,Consumer Products and Services,Professional Services,Italy,Ca Zampa Srl,Consumer Products and Services,Professional Services,Italy,,,0.12,0.02,2.11,"Agriculture, Forestry, and Fishing",Private,,"2,024.00"
4202575040,04/03/2024,04/03/2024,0.48,Visionstate Corp,High Technology,Internet Software & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.27,-0.60,2.63,Business Services,Public,,"2,024.00"
4203043040,04/03/2024,04/03/2024,0.70,NanoFocus AG,Industrials,Other Industrials,Germany,Carl Mahr Holding GmbH,Industrials,Other Industrials,Germany,,,7.19,-0.51,1.21,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,024.00"
4201784040,01/03/2024,01/03/2024,0.64,FRX Innovations Inc,Materials,Chemicals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,2.83,-4.21,15.24,Chemicals and Allied Products,Public,,"2,024.00"
4208023040,01/03/2024,01/03/2024,14.47,Boardeaser AB,High Technology,IT Consulting & Services,Sweden,Fortnox AB,High Technology,Software,Sweden,,,1.48,0.07,14.38,Business Services,Private,,"2,024.00"
4215655040,01/03/2024,01/03/2024,2.28,Dyk & Anlaggning Stockholm AB,Industrials,Building/Construction & Engineering,Sweden,NYAB Oyj,Energy and Power,Alternative Energy Sources,Finland,,,1.80,0.25,2.06,Construction Firms,Private,,"2,024.00"
4216214040,29/02/2024,29/02/2024,3.27,Clever Global SA,Consumer Products and Services,Professional Services,Spain,VVV Business Software Group SL,High Technology,Software,Spain,,Baker Tilly International,8.58,2.53,12.17,Business Services,Public,,"2,024.00"
4216316040,29/02/2024,29/02/2024,1.23,Clever Global SA,Consumer Products and Services,Professional Services,Spain,VVV Business Software Group SL,High Technology,Software,Spain,,Baker Tilly International,8.58,2.53,12.12,Business Services,Public,,"2,024.00"
4201405020,28/02/2024,28/02/2024,0.92,Liberty Defense Holdings Ltd,Industrials,Aerospace & Defense,United States,Viken Detection Corp,High Technology,IT Consulting & Services,United States,,,1.35,-7.71,16.80,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,024.00"
4204638040,27/02/2024,27/02/2024,1.10,Viq Solutions Inc,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,37.17,-4.77,15.56,Business Services,Public,,"2,024.00"
4200260040,26/02/2024,26/02/2024,2.42,Tranfoten AB,Consumer Products and Services,Other Consumer Products,Sweden,VIMAB Group AB,Consumer Products and Services,Professional Services,Sweden,,MANGOLD FONDKOMISSION AB,2.21,0.44,2.11,Metal and Metal Products,Private,,"2,024.00"
4200278040,26/02/2024,26/02/2024,0.18,Cross Messengers Town AB,Consumer Products and Services,Professional Services,Sweden,Movebybike Europe AB,Industrials,Transportation & Infrastructure,Sweden,,,0.40,0.01,0.20,Transportation and Shipping (except air),Private,,"2,024.00"
4198091040,22/02/2024,22/02/2024,0.17,Marksmen Energy Inc,Energy and Power,Oil & Gas,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.50,-0.59,4.11,Oil and Gas; Petroleum Refining,Public,,"2,024.00"
4199720040,22/02/2024,22/02/2024,1.32,David Ebbesen AB,Retail,Food & Beverage Retailing,Sweden,Cedergrenska AB,Consumer Products and Services,Educational Services,Sweden,,,1.75,0.26,1.20,Retail Trade-Eating and Drinking Places,Private,,"2,024.00"
4221092040,22/02/2024,22/02/2024,0.39,Universal Ibogaine Inc,Healthcare,Hospitals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.53,-0.33,2.98,Health Services,Public,,"2,024.00"
4198437040,21/02/2024,21/02/2024,3.60,Hydrogen for Development of Environmental Projects Srl,Industrials,Building/Construction & Engineering,Italy,NextChem Tech SpA,Industrials,Building/Construction & Engineering,Italy,,,0.57,0.10,4.34,Business Services,Private,,"2,024.00"
4201115040,21/02/2024,21/02/2024,1.00,Palakiss Srl,Consumer Products and Services,Professional Services,Italy,Italian Exhibition Group SpA,Media and Entertainment,Recreation & Leisure,Italy,,,1.38,0.37,1.19,Business Services,Private,,"2,024.00"
4202574040,21/02/2024,21/02/2024,21.00,Everli SpA,High Technology,E-commerce / B2B,Italy,Palella Holdings LLC,Financials,Other Financials,United States,,Deloitte,114.05,-21.11,13.84,Business Services,Private,,"2,024.00"
4196814040,20/02/2024,20/02/2024,1.67,Ayima Group AB,High Technology,Software,Sweden,White Pearl Technology Group AB,Financials,Other Financials,Sweden,,,11.69,-0.68,2.69,Prepackaged Software,Public,,"2,024.00"
4197685040,20/02/2024,20/02/2024,0.88,Tweppy SpA,High Technology,Software,Italy,Investor Group,Financials,Other Financials,Italy,Ambers & Co,,1.59,0.12,3.23,Prepackaged Software,Public,,"2,024.00"
4196556040,19/02/2024,19/02/2024,1.67,Cybeats Technologies Corp,High Technology,Software,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.80,-6.88,11.44,Prepackaged Software,Public,,"2,024.00"
4195343040,13/02/2024,13/02/2024,18.96,Intermail A/S,Media and Entertainment,Advertising & Marketing,Denmark,CapHold inv 4 ApS,Consumer Products and Services,Professional Services,Denmark,,,16.42,2.47,18.96,Business Services,Public,,"2,024.00"
4194178040,12/02/2024,12/02/2024,19.58,IBEX Technologies Inc,Healthcare,Biotechnology,Canada,15720273 Canada Inc,Financials,Other Financials,Canada,Fort Capital Corp,,5.50,1.42,19.62,Drugs,Public,,"2,024.00"
4193795040,09/02/2024,09/02/2024,0.52,HYTN Innovations Inc,Healthcare,Pharmaceuticals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.43,-1.76,3.97,Drugs,Public,,"2,024.00"
4193247040,08/02/2024,08/02/2024,1.03,Optimi Health Corp,Retail,Food & Beverage Retailing,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.16,-3.32,19.52,Retail Trade-Food Stores,Public,,"2,024.00"
4193351040,08/02/2024,08/02/2024,0.28,ATI Airtest Technologies Inc,Industrials,Aerospace & Defense,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.46,-0.52,1.61,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,024.00"
4192927040,07/02/2024,07/02/2024,0.56,Delta CleanTech Inc,Industrials,Machinery,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.71,-1.51,0.87,Repair Services,Public,,"2,024.00"
4193432040,07/02/2024,07/02/2024,3.32,LIEM IDF,Consumer Products and Services,Other Consumer Products,France,Castles Technology Co Ltd,Consumer Products and Services,Professional Services,Taiwan,,,3.35,0.83,4.85,Repair Services,Private,,"2,024.00"
4193008040,06/02/2024,06/02/2024,2.50,ADDAX Biosciences Srl,Healthcare,Pharmaceuticals,Italy,Fintech Partners Srl,Financials,Other Financials,Italy,,,0.21,-0.05,8.26,Drugs,Private,,"2,024.00"
4191577040,05/02/2024,05/02/2024,2.76,American Aires Inc,Industrials,Other Industrials,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,4.09,-2.08,6.34,Electronic and Electrical Equipment,Public,,"2,024.00"
4191748040,05/02/2024,05/02/2024,0.39,Drozapol-Profil SA,Materials,Metals & Mining,Poland,Investor Group,Financials,Other Financials,Poland,,,13.42,-1.12,1.66,Wholesale Trade-Durable Goods,Public,,"2,024.00"
4189194040,01/02/2024,01/02/2024,0.69,Datametrex AI Ltd,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,6.60,-8.26,7.28,Business Services,Public,,"2,024.00"
4189337040,01/02/2024,01/02/2024,1.65,One More Level SA,High Technology,Software,Poland,One More Level SA,High Technology,Software,Poland,,,5.25,0.51,16.96,Prepackaged Software,Public,,"2,024.00"
4195393040,01/02/2024,01/02/2024,5.50,La Zootecnica Group SpA,Consumer Products and Services,Other Consumer Products,Italy,Petplus Srl,Consumer Products and Services,Other Consumer Products,Italy,,,69.04,2.11,18.34,Food and Kindred Products,Private,,"2,024.00"
4233080020,01/02/2024,01/02/2024,0.52,Bowlin Travel Centers Inc,Consumer Products and Services,Travel Services,United States,Bowlin Travel Centers Inc,Consumer Products and Services,Travel Services,United States,,,33.96,1.45,12.38,Amusement and Recreation Services,Public,,"2,024.00"
4198365040,30/01/2024,30/01/2024,0.01,Snaige AB,Consumer Staples,Household & Personal Products,Lithuania,EDS Invest 3,Consumer Products and Services,Professional Services,Lithuania,,,17.08,-0.93,14.53,Electronic and Electrical Equipment,Public,,"2,024.00"
4188127040,29/01/2024,29/01/2024,2.71,The Tinley Beverage Co Inc,Consumer Staples,Food and Beverage,Canada,Press Media LLC,Financials,Other Financials,United States,,,1.64,-1.60,6.69,Food and Kindred Products,Public,,"2,024.00"
4187964040,26/01/2024,26/01/2024,1.51,Promino Nutritional Sciences Inc,Healthcare,Pharmaceuticals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.33,-2.76,6.22,Drugs,Public,,"2,024.00"
4187761040,22/01/2024,22/01/2024,15.00,Riikku Group Oy,Industrials,Building/Construction & Engineering,Finland,Balco Group AB,Industrials,Building/Construction & Engineering,Sweden,,,37.88,1.95,11.87,Metal and Metal Products,Private,,"2,024.00"
4186149040,19/01/2024,19/01/2024,2.73,Planting Hope Co Inc,Consumer Staples,Food and Beverage,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,6.87,-10.40,11.02,Food and Kindred Products,Public,,"2,024.00"
4184438040,17/01/2024,17/01/2024,1.36,CryptoStar Corp,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,3.29,-0.12,15.67,Business Services,Public,,"2,024.00"
4184895040,17/01/2024,17/01/2024,2.37,Axxe AS,Industrials,Other Industrials,Norway,Simpro Holding AS,High Technology,Semiconductors,Norway,,,13.16,0.95,1.42,"Measuring, Medical, Photo Equipment; Clocks",Private,,"2,024.00"
4188900040,16/01/2024,01/03/2024,2.66,Deversify AB,Consumer Products and Services,Professional Services,Sweden,Euroafrica Digital Ventures AB,High Technology,E-commerce / B2B,Sweden,,,0.49,-1.15,2.63,Aerospace and Aircraft,Private,,"2,024.00"
4183601040,12/01/2024,12/01/2024,0.51,Moovly Media Inc,High Technology,Software,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.75,-0.98,7.25,Prepackaged Software,Public,,"2,024.00"
4182858040,10/01/2024,10/01/2024,8.51,GL Industry SpA,Consumer Staples,Food and Beverage,Italy,DDC Enterprise Ltd,Consumer Staples,Food and Beverage,Hong Kong,,,6.61,0.08,16.70,Food and Kindred Products,Private,,"2,024.00"
4180240040,03/01/2024,03/01/2024,1.76,Fabrity Holding SA,Media and Entertainment,Advertising & Marketing,Poland,Fabrity Holding SA,Media and Entertainment,Advertising & Marketing,Poland,,,15.83,1.98,17.43,Business Services,Public,,"2,024.00"
4179334020,02/01/2024,02/01/2024,1.00,ARCpoint Inc,Healthcare,Healthcare Equipment & Supplies,United States,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,6.04,-6.58,14.46,Health Services,Public,,"2,024.00"
4178335040,29/12/2023,29/12/2023,1.30,BioMark Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.11,-0.87,14.48,Drugs,Public,,"2,023.00"
4197234040,29/12/2023,29/12/2023,4.52,Red SLA SL,Consumer Products and Services,Professional Services,Spain,Moldtrans SL,Industrials,Transportation & Infrastructure,Spain,,,13.29,3.01,4.39,Business Services,Private,,"2,023.00"
4177388040,28/12/2023,28/12/2023,0.95,Stakeholder Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.68,-0.29,10.00,Mining,Public,,"2,023.00"
4179195040,22/12/2023,22/12/2023,0.75,Lowwi AB,Retail,Computers & Electronics Retailing,Sweden,Northbaze Group AB,High Technology,Electronics,Sweden,,,8.29,-0.17,0.61,Retail Trade-Home Furnishings,Private,,"2,023.00"
4178834040,21/12/2023,21/12/2023,1.94,Kvalitetstransport AS,Industrials,Transportation & Infrastructure,Norway,Jetpak Norge AS,Consumer Products and Services,Professional Services,Norway,,,9.65,0.37,1.43,Transportation and Shipping (except air),Private,,"2,023.00"
4176349040,20/12/2023,20/12/2023,6.65,IntegrasjonsPartner Bits AS,High Technology,Software,Norway,Exsitec AB,High Technology,IT Consulting & Services,Sweden,Alpha Corporate Finance,,7.05,0.01,4.73,Prepackaged Software,Private,,"2,023.00"
4192600040,20/12/2023,20/12/2023,0.28,Universal Ibogaine Inc,Healthcare,Hospitals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.14,-0.75,3.13,Health Services,Public,,"2,023.00"
4171844040,19/12/2023,19/12/2023,0.68,Inca One Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,37.62,0.92,16.86,Mining,Public,,"2,023.00"
4141398020,18/12/2023,18/12/2023,16.06,Impel Pharmaceuticals Inc,Healthcare,Biotechnology,United States,JN Bidco LLC,Financials,Asset Management,Puerto Rico,Moelis & Co|Teneo Holdings,,19.86,-64.01,15.80,Business Services,Public,,"2,023.00"
4179709040,18/12/2023,18/12/2023,2.00,PayDo SpA,High Technology,Software,Italy,Txt E-Solutions SpA,High Technology,Software,Italy,,,1.11,-1.67,12.40,Prepackaged Software,Private,,"2,023.00"
4170605040,15/12/2023,15/12/2023,1.35,Blueberries Medical Corp,Healthcare,Pharmaceuticals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.20,-0.79,2.34,Drugs,Public,,"2,023.00"
4169575040,14/12/2023,14/12/2023,0.29,Delta CleanTech Inc,Industrials,Machinery,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.20,-1.32,0.66,Repair Services,Public,,"2,023.00"
4169631040,14/12/2023,14/12/2023,8.45,Ceapro Inc,Healthcare,Biotechnology,Canada,Aeterna Zentaris Inc,Healthcare,Biotechnology,Canada,Bloom Burton & Co,Raymond James & Associates Inc,7.88,-1.23,8.44,Business Services,Public,,"2,023.00"
4177664040,13/12/2023,13/12/2023,1.09,Tuktu Resources Ltd,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.60,-1.23,2.56,Mining,Public,,"2,023.00"
4167796020,11/12/2023,11/12/2023,1.37,Boardwalktech Software Corp,High Technology,Software,United States,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,6.21,-2.63,10.21,Prepackaged Software,Public,,"2,023.00"
4166950040,08/12/2023,08/12/2023,0.55,Sparton Resources Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.90,-0.12,5.42,Mining,Public,,"2,023.00"
4167522040,08/12/2023,08/12/2023,0.41,Interbud-Lublin SA,Industrials,Building/Construction & Engineering,Poland,Tomasz Grodzki,Financials,Other Financials,Poland,,,1.60,2.43,2.05,Construction Firms,Public,,"2,023.00"
4166649040,07/12/2023,07/12/2023,0.48,AI/ML Innovations Inc,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.30,-0.87,2.08,Business Services,Public,,"2,023.00"
4167588040,07/12/2023,07/12/2023,0.52,Ap-Tech Sp z o o,High Technology,Software,Poland,Investor Group,Financials,Other Financials,Poland,,,2.63,0.08,7.21,Prepackaged Software,Private,,"2,023.00"
4166147020,06/12/2023,06/12/2023,0.70,Liberty Defense Holdings Ltd,Industrials,Aerospace & Defense,United States,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.27,-8.39,16.51,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,023.00"
4166157040,06/12/2023,06/12/2023,2.39,IMPACT Silver Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,13.79,-1.10,18.17,Mining,Public,,"2,023.00"
4200998040,05/12/2023,05/12/2023,0.21,Adeunis SA,Telecommunications,Telecommunications Equipment,France,Webdyn,Telecommunications,Wireless,France,,,4.81,-0.87,1.84,Communications Equipment,Public,,"2,023.00"
4249187040,05/12/2023,17/06/2024,0.85,E-motion SRL,Media and Entertainment,Motion Pictures / Audio Visual,Italy,Casta Diva Group SpA,Consumer Products and Services,Professional Services,Italy,,,3.17,0.55,1.18,Motion Picture Production and Distribution,Private,,"2,023.00"
4177071040,04/12/2023,04/12/2023,7.00,FastCode SpA,High Technology,Software,Italy,Txt E-Solutions SpA,High Technology,Software,Italy,,,8.88,0.85,6.72,Prepackaged Software,Private,,"2,023.00"
4191754040,04/12/2023,04/12/2023,0.34,Pathfinder Ventures Inc,Real Estate,REITs,Canada,Investor Group,Financials,Other Financials,Canada,,,2.43,-0.15,7.57,Hotels and Casinos,Public,,"2,023.00"
4164675040,01/12/2023,01/12/2023,0.61,Delivra Health Brands Inc,Healthcare,Pharmaceuticals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,8.18,0.87,1.93,Drugs,Public,,"2,023.00"
4180280040,30/11/2023,30/11/2023,0.05,Yambolen AD,Materials,Chemicals,Bulgaria,Enikorp AD,Energy and Power,Power,Bulgaria,,,0.97,0.48,7.87,Chemicals and Allied Products,Public,,"2,023.00"
4244464040,30/11/2023,28/05/2024,1.04,GO internet SpA,High Technology,Internet Software & Services,Italy,BID-GO Srl,Financials,Other Financials,Italy,Banca Akros SpA/Oaklins Italy,,9.98,-0.34,10.96,Business Services,Public,,"2,023.00"
4177385040,29/11/2023,29/11/2023,0.91,Stakeholder Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.68,-0.29,8.91,Mining,Public,,"2,023.00"
4191106040,29/11/2023,29/11/2023,1.12,Holders Technology PLC,High Technology,Semiconductors,United Kingdom,Holders Technology PLC,High Technology,Semiconductors,United Kingdom,,,10.16,-0.40,0.19,Electronic and Electrical Equipment,Public,,"2,023.00"
4180753040,26/11/2023,26/11/2023,0.45,Differens Srl,Media and Entertainment,Advertising & Marketing,Italy,Execus SpA,Consumer Products and Services,Educational Services,Italy,,,0.42,0.04,0.86,Business Services,Private,,"2,023.00"
4161947040,23/11/2023,23/11/2023,0.27,Visionstate Corp,High Technology,Internet Software & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.20,-0.64,2.40,Business Services,Public,,"2,023.00"
4160850040,22/11/2023,22/11/2023,0.42,Synex Renewable Energy Corp,Energy and Power,Power,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.52,-0.06,14.36,"Electric, Gas, and Water Distribution",Public,,"2,023.00"
4162322040,21/11/2023,21/11/2023,5.20,Mabrian Technologies SL,High Technology,Software,Spain,The Data Appeal Company SpA,High Technology,Software,Italy,,,2.16,0.25,8.16,Prepackaged Software,Private,,"2,023.00"
4159321040,20/11/2023,20/11/2023,0.60,Danavation Technologies Corp,High Technology,Software,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.43,-4.59,11.79,Prepackaged Software,Public,,"2,023.00"
4158897040,17/11/2023,17/11/2023,0.74,NTG Clarity Networks Inc,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,17.59,2.69,7.58,Business Services,Public,,"2,023.00"
4159122040,17/11/2023,17/11/2023,1.98,Legimi SA,Media and Entertainment,Publishing,Poland,Wirtualna Polska Media SA,High Technology,Internet Software & Services,Poland,,,17.13,0.32,9.86,"Printing, Publishing, and Allied Services",Public,,"2,023.00"
